Date,User,Message
2025-06-11 10:30:25,"멋쩍은 튜브","멋쩍은 튜브 joined this chatroom."
2025-06-11 11:13:40,"피튜","다른 방에도 올리긴 했는데, apple liquid glass effect를 적용한 파일들이 벌써부터 올라오네요~ 플러그인 만들면서 찾았던 레퍼런스들 있어서 공유해봅니다! 이펙트 넣는 방법 궁금하신분들 참고해보세유!

📍Liquid glass Button 
https://www.figma.com/community/file/1514114398366832085/ios-26-liquid-glass-buttons
https://www.figma.com/community/file/1514176497729382910/liquid-glass-button-ios-26

📍Liquid glass 스타일별로 베리언트 되어 있는 소스 
https://www.figma.com/community/file/1514107404859036110/liquid-glass-surface-ios-26

📍Liquid glass tab 
https://www.figma.com/community/file/1514237154489556536/ios-26-liquid-glass

📍Notification ui 
https://www.figma.com/community/file/1514313836061040295/ios-26-liquid-glass-components"
2025-06-11 11:23:16,"피그마에 갇혀사는 나","디자이너님들! 이미지 4-5컷으로 영상화 할 수 있는 Ai영상툴 뭐 쓰실까요??"
2025-06-11 11:30:35,"뽀래미","Photo"
2025-06-11 11:30:38,"뽀래미","두번째 'Liquid glass 스타일별로 베리언트 되어 있는 소스 '에 라인이 Drag me 부분에서 휘어져서 보이는거 어떻게 하는지 아시는분 계실까요?"
2025-06-11 11:32:59,"피튜","Photo"
2025-06-11 11:33:14,"피튜","Distort라는 레이어에 텍스쳐 넣어서 그런것 같아요! 투명도 1%로 주고요"
2025-06-11 11:34:34,"뽀래미","오 감사합니다~ 다시 해보고 안되면 또 물어볼게용~"
2025-06-11 11:49:33,"나무꾼","ai로만 디자인하는 수준인데요. 혹시 피그마에서 layermate말고도 좋은 ai디자인 툴이 있을까요?!"
2025-06-11 11:57:57,"눈물 흘리는 제이지","이런 거 CSS로 구현하려면 버튼 배경은 PNG사용해야할까요?"
2025-06-11 11:59:12,"눈물 흘리는 제이지","관련 css는 코드펜에 올라와있는데 복잡하기 ㄴ하네요...
https://codepen.io/userAlexander/pen/NPqXVyX"
2025-06-11 12:04:41,"피튜","저도 플러그인으로 만들어보고 있는데 텍스쳐부분이 표현이 잘 안되네요ㅜㅜ개발 베이스가 아니라 정확한 방법은 모르겠어요 플러그인으로 해보고 알게되는 부분이 있으면 추가로 공유해드릴게요!"
2025-06-11 13:10:10,"호호 부는 튜브","안녕하세요 횩시 피그마 화면 공유할 때 여러 페이지 중 한페이지만 공유할 수 있는 방법은 없을까요?"
2025-06-11 13:11:42,"눈물 흘리는 제이지","답변감사합니다!ㅎㅎ"
2025-06-11 13:41:02,"댕뭉","제가 알고있기론 없습니다.
링크공유 자체가 파일기준이라서.."
2025-06-11 13:58:51,"호호 부는 튜브","답변 감사합니다ㅜ"
2025-06-11 14:29:24,"음료수 마시는 어피치","프로토타입으로 공유하시려면 그 페이지에만 Flow 하나 달아놓고 프리젠테이션 링크로 공유하시며 ㄴ되는데 파일 중 일부를 공유 하시려면 따로 없고 그 페이지 하나만 있는 파일 따로 생성하셔야해요"
2025-06-11 15:26:56,"먹보 네오","먹보 네오 left this chatroom."
2025-06-11 15:35:33,"호호 부는 튜브","그래서 외부 공유용 파일을 별도로 만들어서 공유하는데 컴포넌트 연결이슈 때문에 두번씩 작업해야 하는 상황이 생겨서 혹시 가능한지 여쭤봤어요 감사합니다!!"
2025-06-11 16:57:46,"피튜","apple liquid glass 효과주는거 플러그인으로 
만들어봤습니다.(아직 텍스쳐는 지원 안되긴해유ㅠㅠ)
그래도 필요하신 분들 참고해보세요~!
https://www.figma.com/community/plugin/1514318033243634607"
2025-06-11 16:58:03,"피튜","Video"
2025-06-11 17:25:26,"귀여운 라이언","이거 검색이 안되는데 어떻게 쓸수 있어요?"
2025-06-11 17:28:39,"시원","https://www.figma.com/community/plugin/1514318033243634607/liquid-glass?fbclid=PAQ0xDSwK2HXFleHRuA2FlbQIxMQABpw94lTbGpJSOZ8xGhS5fSZ9_H8q4fVtkScgFzOQkqjGFBGmg-j7z_5Or4XPi_aem_BHs0s9mS9yzvRMVoAwRQ0A

링크 전달드려요 ㅎㅎ"
2025-06-11 17:34:08,"피튜","https://www.figma.com/community/plugin/1513987776905738207
요런것도 있는데 좋네요 밝기 조절되어서!"
2025-06-11 18:03:50,"초롱초롱 네오","크 감사합니다 ~ ♥️"
2025-06-11 18:04:53,"초롱초롱 네오","Photo"
2025-06-11 20:15:39,"Apeach blows kisses","Apeach blows kisses joined this chatroom."
2025-06-11 20:15:43,"Apeach blows kisses"," 안녕하세요!
작지만 가치 있는 독립·인디영화를 직접 펀딩하고,
마음에 드는 영화를 소장 또는 스트리밍할 수 있는
감성 기반 영화 앱을 준비 중입니다 🎞️✨

서비스 완성도를 높이기 위해
간단한 사용자 테스트를 진행하고 있어요!
(예상 소요 시간: 5~10분 내외)

🙌 사이드 프로젝트인 만큼,
많은 분들의 참여가 정말 큰 힘이 됩니다!

📌 아래 링크로 참여해주시면 감사하겠습니다!

🔗 https://t.maze.co/400176665"
2025-06-11 20:20:33,"Apeach blows kisses","Apeach blows kisses left this chatroom."
2025-06-11 20:22:10,"김세진","키오스크 맛집탐방😛
-‘우드진 판교‘-편

커피를 주문하면 쿠키와 배도라지 스틱을 주는 카페. 요즘 점심시간에 자주가는 것 같다.

화면비 : 9:16
조작 : 터치 스크린을 이용하여 조작

키오스크 사용할 때 좋았던 점👍🏻
품절 메뉴에 대해서는 시각적으로 비활성화 처리를 하여 사용자가 명확하게 이해할수 있도록 돕는 UI가 인상적이었다.

키오스크 사용할 때 안좋았던 점🥲
첫 화면의 경우, 화면을 터치하여 주문을 시작해달라는 안내가 없어서 아예 키오스크에 대한 이해가 없는 사용자에게 적절하지 못하다는 생각이 들었다.
또한 카카오페이 결제의 경우, 바코드를 인식하여 결제해야한다는 안내가 없어서 다음 행동을 취하기 어렵지 않을까 생각을 했고 그리고 결제완료 화면의 경우엔 안내문구가 도중에 잘려 나오는 등 사용 안내에 있어서 아쉬운 부분이 많아 견고하지 못한 서비스라는 인식이 들었다."
2025-06-11 20:22:15,"김세진","16 photos"
2025-06-11 20:52:35,"불나게 일하는 네오","혹시 컬러팔레트 잘 만들어주는 플러그인이나 웹사이트나 방법이 있을까요"
2025-06-11 21:17:30,"택배 상자를 든 네오","https://colorhunt.co/
https://coolors.co/
https://mycolor.space/

제가 자주 사용하는 사이트인데 컬러헌트는 확실히 피그마 플러그인으로도 있어요 "
2025-06-11 21:25:11,"시원","피그마피디아도 참고해 보세요!
https://www.figmapedia.com/1cafdea8-0034-80d8-b763-f19d0bf251c0"
2025-06-11 21:30:20,"불나게 일하는 네오","감사합니다!!"
2025-06-11 21:33:15,"불나게 일하는 네오","앗 혹시 여러컬럽 조합말고 한컬러의 단계별 팔레트를 만들어주는 건 있을까요? 컬러코드 넣거나하면 10단계 이런식으로 만들어주는…"
2025-06-11 21:46:12,"피튜","https://www.figma.com/community/plugin/1063959496693642315

요거 참고해보세요 "
2025-06-11 21:48:14,"피튜","https://www.figma.com/community/plugin/1221190866182222979
https://www.figma.com/community/plugin/929607085343688745
요거 두개두"
2025-06-11 21:54:31,"불나게 일하는 네오","감사합니다~"
2025-06-11 22:06:49,"신나는 프로도","[승인] 

안녕하세요~! 

이번에 영어 쉐도잉 챌린지 진행하는데 IT 관련 콘텐츠로 진행해서 관심 있으신 분들이 있을 것 같아 공유드려봅니다~!

***추가로 AI를 통한 글로벌 서비스 개발이나 언어 학습에 관련하여 관심 있으신 디자이너분이 있다면 커피챗 나누어 보고 싶습니다.***

https://www.latpeed.com/products/OTtAB"
2025-06-11 23:32:55,"아이스크림 든 네오","아이스크림 든 네오 left this chatroom."
2025-06-12 00:39:07,"스윙칩","스윙칩 left this chatroom."
2025-06-12 05:29:21,"(Unknown)","(Unknown) left this chatroom."
2025-06-12 08:22:50,"시원","안녕하세요 오카방 여러분, 피피팀 시원🌊입니다.

이직 준비하시는 분들 많으시죠?
‘채용공고, 도대체 어디서 찾아야 할까?’ 하며 헤매셨던 분들을 위해 ‘이직 한 방으로 연봉 JUMP! 디자이너 채용공고 플랫폼 총정리’ 콘텐츠를 준비했어요.

스크랩해두셨다가 이직 타이밍에 요긴하게 활용해보세요!

📍 원티드(wanted)
🔗 https://www.wanted.co.kr/
✓ 채용공고 ∙ 아티클 ∙ 교육 ∙ 네트워킹 ∙ 코칭

📍 서핏(surfit)
🔗 https://www.surfit.io/
✓ 채용공고 ∙ 아티클 ∙ 디렉토리

📍 로켓펀치(rocketpunch)
🔗 https://www.rocketpunch.com/
✓ 사람 ∙ 기업 ∙ 채용 ∙ 셀프구직

📍 리멤버(remember)
🔗 https://rememberapp.co.kr/
✓ 채용공고 ∙ 프롤로그 ∙ 커뮤니티 ∙ 명함관리

📍 블라인드(blind)
🔗 https://www.teamblind.com/kr/
✓ 기업리뷰 ∙ 채용공고 ∙ 커뮤니티

📍 오퍼센트(offercent)
🔗 https://offercent.co.kr/
✓ 채용공고

📍 슈퍼루키(Superookie)
🔗 https://www.superookie.com/
✓ 채용공고 ∙ 대외활동 ∙ 공모전 ∙ 교육

📍 휘슬(whistle)
🔗 https://whistle.to/
✓ 채용공고 ∙ 커뮤니티 ∙ 블로그 ∙ 세미나

📍 링크드인(Superookie)
🔗 https://www.linkedin.com/
✓ 채용공고 ∙ 대외활동 ∙ 공모전 ∙ 교육

그럼 좋은 하루 보내세요 ! :)"
2025-06-12 08:22:54,"시원","10 photos"
2025-06-12 14:31:35,"유애","안녕하세요 !!
갑자기 피그마 UI가 바뀌어서 ..! 앱솔루트 하던 그 아이콘이 어딧는지 모르겠어서 ㅜㅜ 이렇게 질문드립니다 ,,! 
혹시 위치 어디로 변동 되었는지 아시나요 ㅜㅜ"
2025-06-12 14:34:49,"비비","우측 Position 패널에서 해당 아이콘 클릭하시면 됩니다!"
2025-06-12 14:34:50,"비비","Photo"
2025-06-12 14:36:23,"유애","Photo"
2025-06-12 14:36:27,"유애","제가 뭘 잘못 한걸까요 ㅇㅅㅇ..."
2025-06-12 14:36:44,"Haley","드로우모드라 다르게 뜨는거예욤"
2025-06-12 14:36:51,"Haley","Photo"
2025-06-12 14:37:01,"Haley","도구탭 우측에서 2번쨰 선택하시고"
2025-06-12 14:37:06,"Haley","디자인탭으로 바꾸시면 보일거에욘"
2025-06-12 14:37:46,"유애","으아아아아ㅏ앙아아악 너무 감사합니다 전 바보에요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
2025-06-12 14:40:47,"불금 네오","혹시 constraint 맨날 야매로 해서 시간있을때 제대루 배워보고 싶은데 추천하시는 강의있으실까요?!"
2025-06-12 16:20:54,"사수없는 질문봇","피그마에서 툴박스가 사라지는 경우도 있나여 ?"
2025-06-12 16:23:15,"사수없는 질문봇","쇼/하이드 ui해도 패널만 온오프되는 경우"
2025-06-12 16:52:23,"비옷입은 튜브","우측만 나오시나요? Shift+\ 해보세요 "
2025-06-12 16:52:36,"비옷입은 튜브","(맥기준) "
2025-06-12 17:43:26,"사수없는 질문봇","사이드 패널들만 온오프되네요 ㅠ"
2025-06-12 17:43:28,"사수없는 질문봇","답변감사합니다!"
2025-06-12 17:52:35,"부끄러운 어피치","안녕하세요 에셋(컴포넌트) 그룹명 한번에 바꾸는 방법 있나요??
찾기-변경으로는 대소문자 구분이 안돼서 일괄변경이 안되더라고요ㅠㅠ
갯수가 많아서 일일히 변경하기는 번거로운 상태입니다.."
2025-06-12 17:52:42,"부끄러운 어피치","Photo"
2025-06-12 17:53:02,"부끄러운 어피치","icons를 Icons로 통일하고 싶어요ㅠ 저게 나눠진게 꼴보기싫어서.."
2025-06-12 18:04:44,"스무","Photo"
2025-06-12 18:04:53,"스무","검색 옵션에서 대소문자 구분을 키시면 됩니다."
2025-06-13 06:54:16,"씩씩거리는 무지","씩씩거리는 무지 left this chatroom."
2025-06-13 08:42:23,"비비","안녕하세요, 오카방 여러분
피피팀 비비✨입니다.

이번주는 두배는 더 편해지는 기초 레벨 피그마 단축키 요약본 마지막 시리즈 3탄⌨️을 준비했어요.

3탄에서는 [선택/편집/변형/컴포넌트/기타] 카테고리에서
단축키로 자주 사용할 기능을 정리해보았어요 

레이어가 복잡한 디자인이나
같은 작업을 반복하게 될 때,단축키 하나로 훨씬 빠르게 해결할 수 있어요.
작업 피로도 줄여주는 단축키, 이번에 꼭 익혀두세요!

📍단축키 요약 3탄 
- 선택: 전체/반전/선택 해제, (한단계) 상위요소/하위요소, 그룹/언그룹/프레임, (같은 뎁스 레이어) 이전/다음
- 편집: 복사/오려두기/붙여넣기, 복사해서 대치하기, 제자리 복사, 스타일 속성 복사&붙여넣기
- 변형: 수평/수직 뒤집기, 마스크 씌우기, 이미지/영상 삽입, 투명도
- 컴포넌트: 에셋, 컴포넌트 생성, 인스턴스 디테치, 컴포넌트 검색
- 기타: 직전 플러그인, 프레임 콘텐츠에 맞게 리사이즈(resize to fit), 프로토타입 창-프리뷰, 프로토타입창-전체

📍단축키 요약 한눈에 모아보기 – PDF 버전
단축키 요약 시리즈는
A4 사이즈 PDF로도 정리해두었어요!
피그마피디아에서도 다운 가능하니,
프린트하거나 복습용으로 활용해보세요 😊

3탄까지 함께 달려와주셔서 감사합니다.
전체 단축키 시리즈는
피그마피디아 Q&A에서 한 번에 모아볼 수 있어요☺️

그럼 저는 다음주에
또 다른 흥미로운 콘텐츠로 돌아오겠습니다!
즐거운 하루 보내세요 👋"
2025-06-13 08:42:26,"비비","10 photos"
2025-06-13 08:42:30,"비비","File: [피그마피디아] 단축키 한눈에 모아보기 .pdf"
2025-06-13 08:44:54,"츄리닝안경 네오","좋은 정보 감사합니다!!"
2025-06-13 08:45:22,"츄리닝안경 네오","Emoticon"
2025-06-13 09:10:55,"피그마에 갇혀사는 나","Photo"
2025-06-13 09:11:06,"피그마에 갇혀사는 나","피그마에서 이런 질감을 주는 플러그인이나 방법이 있을까용?"
2025-06-13 09:12:31,"피린이","effects에서 noise-multi 가 비슷한 거 가타욥"
2025-06-13 09:30:38,"Apeach acts cute","Apeach acts cute joined this chatroom."
2025-06-13 09:49:03,"떨고있는 어피치","안녕하세요! 피그마도 포토샵이나 일러스트처럼 인터페이스를 커스텀할 수 있을까요? "
2025-06-13 10:46:17,"필통","셀렉트 박스를 인스턴스로 가져와서 옵션을 변경했는데,
다시 열어보면 원래 컴포넌트의 값으로 되돌아가는데
왜이럴까요? 
아시는분계시면 좀 알려주세요."
2025-06-13 10:57:01,"으쓱으쓱 어피치","안녕하세요! 피그마 브랜치 기능에대해 궁금한게 있습니다! 메인 파일에서 브랜치를 만들어서 머지하여 브랜치가 Merged 된경우에는 해당 브랜치 파일이 더이상 수정이 안되더라구요. 브랜치 기능은 1회성으로 사용되는 기능일까요?!"
2025-06-13 10:57:10,"서놔/웹디자이너/부산","그런경우 제대로 인스턴스로 안깬경우 던데 레이어 보셨어요?"
2025-06-13 10:58:38,"필통","인스턴스를 깨야하나요?"
2025-06-13 10:59:01,"서놔/웹디자이너/부산","완전 보라색아 안된경우겠져"
2025-06-13 10:59:18,"필통","보라색인데-"
2025-06-13 10:59:37,"필통","오토레이아웃이 영향을 줄까요?"
2025-06-13 10:59:41,"서놔/웹디자이너/부산","그럼 ctrl+alt+b"
2025-06-13 11:00:03,"서놔/웹디자이너/부산","완전히 개버리면 원본 안따라가요"
2025-06-13 11:00:09,"서놔/웹디자이너/부산","깨버리면"
2025-06-13 11:00:13,"필통","그럼 속성을 못바꾸잖아요"
2025-06-13 11:00:30,"Apeach acts cute","Apeach acts cute left this chatroom."
2025-06-13 11:00:41,"필통","저는 인스턴스를 가져와서
셀렉트박스안의 옵션값을 유지하고 하고싶은데"
,"","The message has been deleted."
2025-06-13 11:01:01,"서놔/웹디자이너/부산","ㅎ"
2025-06-13 11:01:09,"필통","파일을 껐다키면 다시 메인 컴포넌트 내용이 나와요"
2025-06-13 11:01:11,"필통","원래 그런건가요?"
2025-06-13 11:01:12,"서놔/웹디자이너/부산","그게 딜레마이긴하죠"
2025-06-13 11:01:35,"서놔/웹디자이너/부산","파을 껏다 키면이요?"
2025-06-13 11:01:35,"벙찐 튜브","오잉 인스턴스 수정하면 돌아가진않던ㄷ ㅔ.. 오류아닐까요?"
2025-06-13 11:01:42,"서놔/웹디자이너/부산","그건 이상한데"
2025-06-13 11:01:45,"필통","그쵸?"
2025-06-13 11:01:50,"필통","이게 정상인데"
2025-06-13 11:01:51,"디아이","디아이 joined this chatroom."
2025-06-13 11:02:12,"필통","네네 옵션을 펼쳐두면 괜찮은데"
2025-06-13 11:02:35,"필통","default로 닫아놓으면 나중에 다시 보면 메인 컴포넌트값으로 
되돌아가있어요"
2025-06-13 11:02:45,"서놔/웹디자이너/부산","팩트는 완전히 깨버리면 안돌아 간다는거에요"
2025-06-13 11:02:57,"필통","그럼 속성값을 바꿀수없잖아요-"
2025-06-13 11:03:03,"서놔/웹디자이너/부산","그럼 피그마는 껏다 켜보셨어요?"
2025-06-13 11:03:09,"필통","네네-"
2025-06-13 11:03:22,"필통","아무래도 뭔가 설정이 꼬였나봐요"
2025-06-13 11:03:35,"벙찐 튜브","흠 .. 컴포넌트를 새로 만들어보는건 무리인가용?"
2025-06-13 11:04:03,"필통","네 그럼 그렇게 해봐야겠어요-"
2025-06-13 11:04:15,"벙찐 튜브","ㅠㅠ그럴땐 다시 만들어보는게 최고긴하더라구요"
2025-06-13 11:06:40,"필통","네네 그렇게 해볼께요-"
2025-06-13 11:07:25,"필통","답변 주신분들 모두 감사합니다.
해결해보겠습니다. "
2025-06-13 11:07:32,"필통","Emoticon"
2025-06-13 11:10:54,"🫠","안녕하세요~ 한가지 궁금해서 질문드립니다. 
혹시 컬러 토큰 지정 안하고 컴포넌트 연결된 컬러 한번에 바꾸는 방법이 있을까요?"
2025-06-13 11:15:56,"코코볼","질문이 있습니다!! 이미지 처럼 아이콘베리언츠 (하위로 속해있다는 표시)가 나오게 하려면 어찌 해야 할까요??"
2025-06-13 11:16:01,"코코볼","Photo"
2025-06-13 11:34:15,"손흔드는 라이언","손흔드는 라이언 joined this chatroom."
2025-06-13 11:35:31,"손흔드는 라이언","안냥하세여 
어제 피그마 또 업데이트 된거 같은데 
프레임 안에 아이콘을 자유자재러 움직이고 싶은데 아이콘을 프레임 안에 넣으면 프레임 위쪽에만 착 달라 붙어 있더라구여
이거 자유자재초 움직이게 하려면 어떤 버튼 조절해야 하나여?
버튼들이 다 바뀌어서 헷갈리네요;;;;"
2025-06-13 11:40:14,"벙찐 튜브","오토레이아웃 걸린거 아닌가요..?? "
2025-06-13 11:41:02,"벙찐 튜브","Photo"
2025-06-13 11:41:33,"벙찐 튜브","오토레이아웃이면 이 버튼 눌러서 이동하면됩니댜"
2025-06-13 11:51:58,"호호 부는 튜브","아이콘명 앞에 특수기호 넣은 것 같은데요"
2025-06-13 11:52:01,"호호 부는 튜브","Photo"
,"","The message has been deleted."
2025-06-13 11:52:35,"호호 부는 튜브","설정은 위 메뉴에서 하시면 됩니다"
2025-06-13 11:53:15,"옐로카드 프로도","옐로카드 프로도 left this chatroom."
2025-06-13 12:07:19,"손흔드는 라이언","못찾겠어요 ㅠㅠ"
2025-06-13 12:07:54,"손흔드는 라이언","Photo"
2025-06-13 12:29:04,"코코볼","감사합니다"
2025-06-13 12:43:27,"권투하는 무지","여러분 혹시 피그마앱으로는 수정 불가능하죠..? 새로 만든다 거나..!!"
2025-06-13 12:47:07,"애교뿜뿜 무지","네"
2025-06-13 13:01:59,"호호 부는 튜브","드로우 모드인 것 같아요! 디자인모드로 바꿔보세요"
2025-06-13 13:08:36,"손흔드는 라이언","오디서 변경하나요? "
2025-06-13 13:13:36,"Haley","화면 하단에 검은색 도구중에"
2025-06-13 13:13:56,"Haley","Photo"
2025-06-13 13:14:04,"Haley","1번이 드로우모드, 2번이 디자인모드에옹"
2025-06-13 13:14:32,"손흔드는 라이언","감사합니다"
2025-06-13 14:24:46,"손흔드는 라이언","계약 맺었을 당시 디자인 갯수 이외의 디자인을 하나 더 추가하면 그걸 해줘야 하나요? "
2025-06-13 14:55:03,"초롱초롱 네오","회사 재량아닐까요 .. 적당한 선이라면 서비스차원으로 나중을 위해서 해줄수도있고 추가금받아야될수도있고 "
2025-06-13 14:56:42,"손흔드는 라이언","프리인데 해달라 그러길래"
2025-06-13 14:56:51,"손흔드는 라이언","...ㅠ"
2025-06-13 14:58:03,"아이스크림 든 네오","원래 피그마 앱 미러링으로 보는 화면과 실제 개발된 화면의 괴리가 발생하나요? 폰트 크기 및 간격, 버튼의 크기 등등요…"
2025-06-13 14:59:33,"피스메이커 프로도","두손가락 꾸욱 누르셔서 반응형으로 확인해보세요!"
2025-06-13 15:03:36,"아이스크림 든 네오","너무 감사드려요..지금까지 단순 미러링으로 확인했는데, 무조건 미러링 시 반응형으로 확인해야 되겠죠?"
2025-06-13 15:16:51,"돈다발 들고 좋아하는 무지","재량에 따라.. 일회성이면 하고 나중에 더 시킬 것 같다 싶으면 선 그으세요~ 전 첫프리때 어리버리해서 계약 외 일도 정말 많이 해줬었는데 해주니까 당연히 생각하고 더 시키길래 트러블나고 서로 감정 상했었던 기억이..ㅎㅅㅎ"
2025-06-13 15:31:22,"손흔드는 라이언","네.컷 해버렸어요
언제 끝나냐면서 재촉이는거 아니라고 하길래 뭐지? 싶었거든요 "
2025-06-13 15:33:46,"피스메이커 프로도","네.. 저는 그렇게 하고 있어요! 전 회사에서는 미러링이랑 똑같이 구현됐었는데 말입죠..
그런데 반응형으로 보는 것도 귀찮아서 피그마 작업 해상도와 맞는 기기 하나 사달라고해서 미러링 용으로 사용 중입니다"
2025-06-13 16:01:41,"아이스크림 든 네오","그렇군요..아무튼 제 경우엔 피그마에서 실질적인 프레임 내에서 작업되는 크기와 알려 주신대로 반응형으로 미러링 시에 크기 차이가 발생하는데 이 부분은 어떻게 대응하세요? 
피그마 화면 디자인 & 반응형 미러링(일치 하지 않음) ← 제 경우
미러링 화면(반응형) & 개발된 화면(완벽히 일치)"
2025-06-13 16:39:34,"피스메이커 프로도","정확히 어떤 것이 문제이신거예용?"
2025-06-13 16:40:11,"피스메이커 프로도","피그마에서 실질적인 프레임 내에서 작업되는 크기와 알려 주신대로 반응형으로 미러링 시에 크기 차이가 발생
> 피그마 작업화면 사이즈와 네오님이 미러링으로 확인하시는 기기 해상도 사이즈가 달라 발생하는 문제"
2025-06-13 16:41:15,"피스메이커 프로도","피그마 미러링은 개발 구현될 화면을 미리 보기 위해 사용하는 것이기에, 해상도가 다를경우 반응형을 사용하면 된다고 말씀드린 것입니다!"
2025-06-13 16:42:08,"피스메이커 프로도","모든게 일치하길 바라시는 경우는 말씀드렷다시피 피그마 작업 화면 사이즈와 동일한 기기를 구매하시면 될 것 같은데요..?"
2025-06-13 16:50:25,"아이스크림 든 네오","바쁘실텐데 시간 내주셔서 감사합니다…
저는 모니터 피그마 화면에서의 디자인과 반응형 설정했을 때 미러링 화면내의 폰트 크기, 버튼 등 모든 규격이 동일하길 바랬던 것 같네요..ㅠㅋㅋ
이건 아무래도 화소 및 해상도 때문에 그렇게 느꼈던 거겠죠"
2025-06-13 17:04:33,"피스메이커 프로도","피그마 해상도와 동일한 기기 하나 구비해두시면, 상당히 편리하니 추천드립니다!"
2025-06-13 17:12:51,"아이스크림 든 네오","답변 감사드립니다!"
2025-06-16 10:49:00,"눈빛 애교 어피치","Photo"
2025-06-16 10:49:01,"눈빛 애교 어피치","안녕하세요! 피그마에서 디자인가이드로 폰트 사이즈/굵기 설정해놓은걸 연결해서 디자인 작업중인데 개발모드에서 폰트 굵기가 다 400으로 보이더라구요! 볼드여도 400으로 보이는데 왜 그런지 아시는 분 계실까요?"
2025-06-16 11:06:08,"열심히 일하는 네오","안녕하세요 저도 질문드립니다~
프로토타입에서 아래 영상처럼 마우스 클릭시 파란 테두리가 노출되는데 없애는 방법 있나요? 
파란 테두리가 프로토타입이 걸려있다는 표시 같은데 외부 공유시는 안보이게 하고 싶어서요 
추가로 외부로 전달시 오류를 적게 하는 팁이 있을까요~? 보통 링크로 can share까지 설정해서 보내시나요?"
2025-06-16 11:06:25,"열심히 일하는 네오","Video"
2025-06-16 11:16:48,"열심히 일하는 네오","해결했습니다. Present 보기에서 
설정 -> advanced settings -> show hints on click으로 하면 됩니다 "
2025-06-16 11:40:11,"마로","안녕하세요 혹시 페이즈 인터렉션 런칭됬다는 배너를 봤는데 달라진게 없는 것같아서요 ㅠㅠ 혹시 아시는 분계세요?"
2025-06-16 11:59:50,"피튜","아직 스탠바이 중입니다 ㅜㅜ 런칭되면 방에도 한 번 공유해드릴게요!"
2025-06-16 12:00:14,"피튜","오늘 중 배포 되는데 최종 확인을 기다리고 있는 상태입니다!"
2025-06-16 12:08:40,"피튜","늦어도 2시엔 열릴 예정이라고 합니다 참고 부탁드립니다!"
2025-06-16 12:26:17,"튜브낀 튜브","Photo"
2025-06-16 12:26:44,"튜브낀 튜브","안녕하세요! 피그마 그리기에서 브러시 선 두개의 각 끝점을 연결하는 방법이 있을까요??"
2025-06-16 13:13:05,"퇴근하는 프로도","한 점을 끌어다 놓으면 연결되지 않나요?"
2025-06-16 13:13:35,"퇴근하는 프로도"," P눌러서 각 점끼리 잇는 방법도 있구요"
2025-06-16 13:37:29,"튜브낀 튜브","감사합니다 한번 해볼게요!"
2025-06-16 13:55:33,"JJ","한 점 끌어다 놓으셔도 되구 점 두개 다 선택한 다음 ctrl(cmd)+j 눌러보시면 사이에 선 생기면서 연결될거에요!"
2025-06-16 14:58:02,"튜브낀 튜브","감사합니다!"
2025-06-16 17:05:43,"울고있는 제이지","울고있는 제이지 joined this chatroom."
2025-06-16 17:08:55,"울고있는 제이지","안녕하세요 궁금한게 있는데 피그마 html 코드를 수정할 수 있는 방법은 없을까요?"
2025-06-16 17:47:54,"미삐","Photo"
2025-06-16 17:47:55,"미삐","안녕하세요! 팀원 권한을 Dev 시트로 한정하고 싶은데 사진같은 UI가 뜨면서 스스로 권한 승격을 할 수 있는 상태더라구요. 혹시 이런 권한 조정 막는 설정은 어디서 할 수 있을까요? "
2025-06-16 18:20:48,"피튜","운영진 허락완!
우리방에 Phase쓰시는분 있나요?
이번에 새기능 런칭되어 공유해드립니다!

[phase 프로토타이핑&코드 추출 기능 런칭]
안녕하세요, Phase Korea 담당자 하이서입니다.무료 모션 툴 Phase에 프로토타이핑 및 코드 추출 기능이 새롭게 런칭되어 소식 전해드립니다.

Figma와 연동하여 사용할 수 있고, 약 30분 정도만 사용해보셔도 쉽게 익숙해질 수 있을 만큼 쉬워요. 

아직 Phase를 사용해보지 않으셨다면, 아래 링크 참고해보셔요!

✔️Phase 사용해보기: https://www.phase.com/ko-KR
✔️오픈패스 무료 강의 (90분): https://openpath.kr/lecturedetail/P1000000067

제가 한국 커뮤니티를 담당하고 있으니, 
궁금한 점이 있으시면 언제든지 편하게 문의해주세요.💌 감사합니다.

"
2025-06-16 18:21:03,"피튜","어드민에서 설정하실수 있을거예요!"
2025-06-16 18:27:20,"미삐","어드민에서 데브 시트로 바꿨는데, 저 ui가 떠서 그냥 edit 모드로 바꿔서 사용할 수 있더라구요 ㅠ 권한 설정을 아무나 함부로 못 하게 하고 싶은데 옵션을 도저히 못 찾겠습니다..."
2025-06-16 18:29:09,"피튜","저도 찾아보고 있는데 안보이네요 잠시만요 "
2025-06-16 18:33:13,"미삐","감사합니다 ㅠㅠㅠㅠ"
2025-06-16 18:37:21,"쬼쬬미","혹시 링크로 공유한것이라면 에딧권한 주어진채로 공유된건 아닐까용?"
2025-06-16 18:38:15,"피튜","아마 요금제 바뀌면서 
조직자체에 시트 여유가 있을경우
자체 업그레이드 가능하게 해주는옵션이
생겼다 했던거 같아요"
2025-06-16 18:38:59,"쬼쬬미","오호 좀 그렇네요..."
2025-06-16 18:39:32,"피튜","근데 저도 어드민인데 위치를 못찾는중😂"
